Facility Code,Facility Name,Type,Owner,Province,County,District,Division,Location,Sub Location,Constituency,Nearest Town,KEPH Level,Plot Number,Open 24 Hours,Open Weekends,Beds,Cots,Operational Status
12652,Ngiluni Dispensary (Kitui),Dispensary,Ministry of Health,Eastern,Kitui,Kisasi,Central,Mbusyani,Ngiluni,KITUI CENTRAL,Ngiluni,Level 2,,0,0,0,0,Operational
16935,Ngiluni Dispensary (Mwingi) ,Dispensary,Ministry of Health,Eastern,Kitui,Mwingi East,Nguni,,,MWINGI SOUTH,,Level 2,,0,0,0,0,Operational
16274,Ng'imalo Dispensary,Dispensary,Ministry of Health,Nyanza,Migori,Nyatike,Nyatike,S.E Kadem,Ng'Ira,NYATIKE,Sori,Level 2,,0,0,0,0,Not-Operational
10867,Nginda (PCEA) Medical Clinic,Dispensary,Christian Health Association of Kenya,Central,Murang'a,Muranga South,Maragua,Nginda,Gakoigo,MARAGWA,Nginda,Level 2,,0,0,0,0,Operational
15347,Nginyang Health Centre,Health Centre,Ministry of Health,Rift Valley,Baringo,East Pokot,Mondi,Loiyamorok,Loiyamorok,BARINGO EAST,Chemolingot,Level 3,,1,1,12,0,Operational
10868,Ngiriambu (ACK) Dispensary,Dispensary,Christian Health Association of Kenya,Central,Kirinyaga,Kirinyaga East,Gichugu,Njukini,Mirichi,GICHUGU,Kianyaga town,Level 2,,0,0,0,0,Not-Operational
13851,Ngisiru Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Kuria West,Mabera,Tagare,Ngisiru,KURIA,Ngisiru,Level 2,,0,0,2,0,Operational
15348,Ngito Dispensary,Dispensary,Other Faith Based,Rift Valley,Narok,Narok South,Mulot,Ngito,Ngito,NAROK SOUTH,Ololulunga,Level 2,,0,0,8,1,Operational
13852,Ng'iya Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Nyanza,Siaya,Siaya,Karemo,South East Alego,Mur Ngiya,ALEGO,Ng'Iya Township,Level 3,,1,1,0,0,Operational
15349,Ngobit Dispensary,Dispensary,Ministry of Health,Rift Valley,Laikipia,Laikipia Central,Lamuria,Ngobit,Ngobit,LAIKIPIA EAST,Nyahururu,Level 2,,0,0,0,0,Operational
13853,Ngodhe Dispensary ,Dispensary,Ministry of Health,Nyanza,Migori,Rongo,Rongo,East Kamagambo,Kanyadeto,RONGO,Opapo,Level 2,,0,0,1,0,Operational
18076,Ng'odhe Dispensary(Main Land),Dispensary,Ministry of Health,Nyanza,Homa Bay,Mbita,Mbita,Gembe West,Kasgunga Central,MBITA,Mbita,Level 2,,2,2,0,0,Not-Operational
13854,Ng'odhe Island Dispensary ,Dispensary,Ministry of Health,Nyanza,Homa Bay,Suba,Mbita,Rusinga West,Wanyama,GWASI,Mbita,Level 2,,0,0,4,0,Operational
12653,Ngoleni Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Kathiani,Kathiani,Ngoleni,Ngoleni,KATHIANI,Kathiani,Level 2,,0,0,0,0,Operational
10869,Ngoliba Health Centre,Health Centre,Ministry of Health,Central,Kiambu,Thika East,Thika Municipality,ngoliba,Ngoliba,JUJA,Thika,Level 3,,1,1,12,6,Operational
11714,Ng'ombeni Dispensary,Dispensary,Ministry of Health,Coast,Kwale,Matuga,Matuga,Ng'ombeni,Ng'ombeni,MATUGA,Kwale,Level 2,,0,0,0,0,Operational
11715,Ngomeni Dispensary (Malindi),Dispensary,Ministry of Health,Coast,Kilifi,Magarini,Magarini,Gongoni,Ngomeni,MAGARINI,Ngomeni town,Level 2,,0,0,0,0,Operational
12654,Ngomeni Health Centre,Health Centre,Ministry of Health,Eastern,Kitui,Kyuso,Ngomeni,Ngomeni,Kavuti,MWINGI NORTH,Ngomeni,Level 3,,1,1,7,0,Operational
18510,Ngomoni Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Kitui Central,Yatta,Ngomoni,Mandongoi,KITUI WEST,Ngomoni,Level 2,,3,3,0,0,Pending Opening
16382,Ngondi Dispensary,Dispensary,Ministry of Health,Rift Valley,Nakuru,Naivasha,Kongoni,Moi Ndabi,Moi Ndabi,NAIVASHA,Naivasha,Level 2,,0,0,0,0,Pending Opening
18131,Ngondu Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Rift Valley,Nakuru,Njoro,Njoro,Ngondu,Ngondu,MOLO,Egerton,Level 2,,0,1,0,0,Operational
15350,Ngong Hills Hospital,Nursing Home,Private Enterprise (Institution),Rift Valley,Kajiado,Kajiado Central,Ngong,Ngong,Ngong,KAJIADO CENTRAL,Ngong,Level 2,,0,0,24,0,Not-Operational
18238,Ngong Rapha Hospital,Other Hospital,Private Practice - General Practitioner,Rift Valley,Kajiado,Kajiado North,Ngong,Ngong,Oloolua,KAJIADO NORTH,Ngong,Level 4,,1,1,10,10,Operational
13123,Ngong Road Health Centre,Dispensary,Local Authority,Nairobi,Nairobi,Dagoretti,Dagoretti,Woodley,,DAGORETI,Dagoretti Corner,Level 2,,0,0,0,0,Operational
15351,Ngong Sub-District Hospital,Sub-District Hospital,Ministry of Health,Rift Valley,Kajiado,Kajiado Central,Ngong,Ngong,Ngong,KAJIADO CENTRAL,Ngong,Level 4,,1,1,25,3,Operational
17052,Ngo'nga' Dispensary,Dispensary,Community Development Fund,Nyanza,Migori,Awendo,Awendo,South Sakwa,Waundha,RONGO,Mariwa Market Center / Ngo'nga,Level 2,,0,0,0,0,Pending Opening
16864,Ngongoni Dispensary (Kyuso),Dispensary,Ministry of Health,Eastern,Kitui,Tseikuru,Tseikuru,Tseikuru,Nziitu,MWINGI NORTH,Tseikuru,Level 2,,0,0,0,0,Operational
12655,Ngongoni Dispensary (Mwingi),Dispensary,Ministry of Health,Eastern,Kitui,Mwingi West,Migwani,Thitani,Ngongoni,MWINGI SOUTH,Ngongoni,Level 2,,0,0,0,0,Operational
10870,Ngorano Health Centre,Health Centre,Ministry of Health,Central,Nyeri,Mathira West,Mathira,Ngorano,Gatunganga,MATHIRA,Karatina,Level 3,,1,1,12,0,Operational
10871,Ngorika Dispensary,Dispensary,Ministry of Health,Central,Nyandarua,Mirangini,Olkalau ,Ngorika,Ngorika,OL KALOU,Nakuru,Level 2,,1,1,10,0,Operational
15352,Ngoron Dispensary,Dispensary,Ministry of Health,Rift Valley,Baringo,East Pokot,Kolowa,Kolowa,Kolowa,BARINGO EAST,Chemolingot,Level 2,,0,0,0,0,Operational
10872,Ngorongo Health Centre,Health Centre,Ministry of Health,Central,Kiambu,Gatundu North,Kamwangi,Chania,Ngorongo,GATUNDU NORTH,Gatundutown,Level 3,,0,0,10,2,Operational
17752,Ngosuani Dispensary,Dispensary,Other Faith Based,Rift Valley,Narok,Narok South,Osupuko,Ngosuani,Ngosuani,NAROK SOUTH,Ngosuani Market,Level 2,,0,1,0,0,Operational
17558,Ngothi MC,Medical Clinic,Private Practice - Clinical Officer,Central,Nyandarua,Kinangop,NORTH KINANGOP,,,KINANGOP,,Level 2,,3,3,0,0,Operational
15353,Ngubereti  Health Centre,Health Centre,Ministry of Health,Rift Valley,Baringo,Mogotio,Mogotio,Lembus Ngubereti,Ngubereti,MOGOTIO,Mogotio,Level 3,,0,0,14,1,Operational
17526,Nguge Dispensary,Dispensary,Ministry of Health,Nyanza,Siaya,Gem,Wagai,West Gem,Nguge,GEM,,Level 2,,0,0,0,0,Not-Operational
10873,Nguka Dispensary,Dispensary,Ministry of Health,Central,Kirinyaga,Kirinyaga North,Mwea,Thiba,Nguka,MWEA,Nguka,Level 2,MND B8,0,0,0,0,Operational
13855,Nguku Dispensary ,Dispensary,Ministry of Health,Nyanza,Homa Bay,Ndhiwa,Nyarongi,West Kanyadoto,Kabura North,NDHIWA,Ndhiwa,Level 2,,0,0,0,0,Operational
12656,Ngulini Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Mwala,Mwala,Mwala,Ngulini,MWALA,Mwala,Level 2,,0,0,0,0,Operational
12657,Nguluni Health Centre,Health Centre,Ministry of Health,Eastern,Machakos,Matungulu,Matungulu,Nguluni ,Nguluni ,KANGUNDO,Nguluni ,Level 3,,0,0,0,0,Operational
12658,Nguni Health Centre,Health Centre,Ministry of Health,Eastern,Kitui,Mwingi East,Nguni,Nguni,Mwasuma,MWINGI NORTH,Nguni,Level 3,,1,1,5,2,Operational
16819,Ngurumo Dispensary,Dispensary,Ministry of Health,Central,Nyeri,Mathira West,Mathira,Kirimukuyu,Mutathiini,MATHIRA,Karatina,Level 2,,0,0,0,0,Operational
15354,Ngurunga Dispensary,Dispensary,Private Enterprise (Institution),Rift Valley,Uasin Gishu,Eldoret East,Ainapkoi,,,ELDORET EAST,Eldoret,Level 2,,0,0,0,0,Not-Operational
12660,Ngurunit Dispensary,Dispensary,Ministry of Health,Eastern,Marsabit,Marsabit South,Korr,Ngurunit,Ngurunit,LAISAMIS,Ngurunit Centre,Level 2,,0,0,1,0,Operational
10874,Ngurweini Dispensary,Dispensary,Ministry of Health,Central,Murang'a,Kandara,Kandara,Gaichanjiru,Ngurweini,KANDARA,Ngurweini,Level 2,,0,0,0,0,Operational
10875,Nguthuru Dispensary,Dispensary,Ministry of Health,Central,Murang'a,Kandara,Kandara,Muruka,Nguthuru,KANDARA,Makenji,Level 2,,0,0,0,,Operational
15355,Ngutuk-Engiron Dispensary,Dispensary,Ministry of Health,Rift Valley,Samburu,Samburu East ,Waso,Waso West,Ngutuk-Engiron,SAMBURU EAST,Ngutuk-Engiron,Level 2,,0,0,4,0,Operational
12661,Nguuku Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Kyuso,Mumoni,Nguuku,Kathiani,MWINGI NORTH,Nguuku,Level 2,,0,0,0,0,Operational
12662,Nguungani Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mumoni,Mumoni,Kakuyu,Ngungani,MWINGI NORTH,Nguungani,Level 2,,0,0,0,0,Operational
16858,Nguuni Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Kitui Central,Chuluni,Mbusyani,Nguuni,KITUI CENTRAL,Kitui,Level 2,,0,0,0,0,Operational
11716,Nguuni Health Centre,Medical Clinic,Private Enterprise (Institution),Coast,Mombasa,Kisauni,Kisauni,Bamburi,Bamburi,KISAUNI,Mombasa,Level 2,,0,1,0,0,Operational
12663,Ngwata Health Centre,Health Centre,Ministry of Health,Eastern,Makueni,Kibwezi,Mtito Andei,Ngwata,Ngwata,KIBWEZI,Machinery,Level 3,,0,1,6,2,Operational
16712,Ngwelo  Dispensary,Dispensary,Other Public Institution,Western,Bungoma,Bungoma East,Webuye,Webuye,Khalumuli,WEBUYE,Webuye,Level 2,,0,0,0,0,Not-Operational
10876,Nhera Clinic,Medical Clinic,Private Practice - Medical Specialist,Central,Nyeri,Nyeri Central,Municipality,Mukaro,Majengo,NYERI TOWN,Nyeri Town,Level 2,,0,0,0,0,Not-Operational
16623,Nica Kaunjira Dispensary,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti North,Miriga Mieru West,,,NORTH IMENTI,Meru,Level 2,,0,0,0,0,Operational
13856,Nightingale Medical Centre,Other Hospital,Private Enterprise (Institution),Nyanza,Kisumu,Kisumu East,Winam,Kondele ,Manyatta A,KISUMU TOWN EAST,Kisumu,Level 4,,1,1,43,2,Operational
17804,Nile Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Rift Valley,Samburu,Samburu Central,Kirisia,Maralal ,Maralal,SAMBURU WEST,Maralal Town,Level 2,,0,1,0,0,Operational
13125,Nimoli Medical Centre,Dispensary,Private Enterprise (Institution),Nairobi,Nairobi,Kasarani,Kasarani,Ruaraka,,KASARANI,Nairobi,Level 2,,1,1,4,1,Operational
17357,Ningaini Dispensary,Dispensary,Community Development Fund,Central,Nyeri,Mukurweini,Mukurweini,Njiruini,Ningaini,MUKURWEINI,Mukurweini,Level 2,,0,0,0,0,Operational
18798,NIST Dispensary,Dispensary,Parastatal,Central,Nyandarua,Nyandarua West,ol-joro-orok,Gatimu,Kanguo,OL KALOU,Nyahururu,Level 2,3349/2,0,0,0,0,Operational
10877,Njabini Catholic Nursing And Maternity,Nursing Home,Kenya Episcopal Conference-Catholic Secretariat,Central,Nyandarua,Kinangop,South Kinangop,Njabiini,Kiburu,KINANGOP,Njabini,Level 2,,0,0,0,0,Operational
10878,Njabini Health Centre,Health Centre,Ministry of Health,Central,Nyandarua,Kinangop,South Kinangop,Njabini,Kiburu,KINANGOP,Njabini,Level 3,,0,0,6,0,Operational
10879,Njambi Nursing Home,Medical Clinic,Private Enterprise (Institution),Central,Kirinyaga,Kirinyaga South,Mwea,Tebere,Kiarukungu,MWEA,Ngurubani,Level 2,504 Wanguru,0,0,0,0,Operational
17560,Njambini Catholic Dispensary,Dispensary,Christian Health Association of Kenya,Central,Nyandarua,Kinangop,south kinangop,,,KINANGOP,,Level 2,,3,3,0,0,Operational
18060,Njawa Med Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Murang'a,Muranga South,Maragua,Nginda,Gakoigo,MARAGWA,Gakoigo Market,Level 2,,0,1,0,0,Operational
10880,Njegas Dispensary,Dispensary,Ministry of Health,Central,Kirinyaga,Kirinyaga North,Mwea,Kangai,Gathiga,MWEA,Njegas,Level 2,,1,1,0,0,Operational
10881,Njemuka Clinic,Medical Clinic,Private Enterprise (Institution),Central,Kiambu,Gatanga,Gatanga,Gatanga,Mugumoini,GATANGA,Thika,Level 2,,0,0,0,0,Operational
17458,Njemuka Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Kiambu,Kiambu,KIAMBAA,Waguthu,Ngegu,KIAMBAA,Kiambu,Level 2,6 Kanunga,0,1,0,0,Operational
17367,Njeruri Dispensary,Dispensary,Ministry of Health,Eastern,Embu,Embu East,Kyeni,,,RUNYENJES,,Level 2,,0,0,0,0,Pending Opening
17513,Njete Medical clinic,Medical Clinic,Private Practice - Nurse / Midwife,Western,Bungoma,Bungoma South,Kanduyi,Bukembe,Bukembe,KANDUYI,Nzoia Market,Level 2,,1,1,2,2,Operational
10882,Njika Wega Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Mukurweini,Mukurweini,Giathugu,Mihuti,MUKURWEINI,Mihuti,Level 2,,0,0,0,0,Operational
15356,Njipiship Dispensary,Dispensary,Ministry of Health,Rift Valley,Narok,Trans Mara East,Ololmasani,Njipiship,Njipiship,KILGORIS,Njipiship,Level 2,,0,0,0,0,Operational
13126,Njiru Dispensary,Dispensary,Local Authority,Nairobi,Nairobi,Njiru,Njiru,Njiru,Njiru,EMBAKASI,Njiru Market,Level 2,,0,0,0,0,Operational
10883,Njoguini Dispensary,Dispensary,Ministry of Health,Central,Nyeri,Tetu,Tetu,Muhoyas,Njoguini,TETU,Mathari,Level 2,,0,0,0,0,Operational
10884,Njoki Dispensary,Dispensary,Ministry of Health,Central,Nyeri,Mukurweini,Mukurweini,Gakindu,Gakinduini,MUKURWEINI,Gakinduini,Level 2,,0,0,0,0,Operational
15357,Njoro (PCEA) Dispensary,Dispensary,Christian Health Association of Kenya,Rift Valley,Nakuru,Njoro,Njoro,Njoro,Njoro,MOLO,Njoro,Level 2,,0,0,6,0,Operational
15358,Njoro Health Centre,Health Centre,Ministry of Health,Rift Valley,Nakuru,Njoro,Njoro,Njoro,Njoro,MOLO,Njoro,Level 3,"R23,2001,2 Njoro",0,0,20,0,Operational
10885,Njukini Clinic,Medical Clinic,Private Enterprise (Institution),Central,Kirinyaga,Kirinyaga North,Gichugu,Nyangati,Nyangati,GICHUGU,Njukiini,Level 2,,0,0,0,0,Not-Operational
15359,Njukini Dispensary ,Dispensary,Ministry of Health,Rift Valley,Kajiado,Loitoktok,Rombo,Rombo,Njukini,KAJIADO SOUTH,Rombo,Level 2,,1,0,4,0,Operational
11718,Njukini Health Centre,Health Centre,Ministry of Health,Coast,Taita Taveta,Taveta,Challa,Njukini,Njukini,TAVETA,Njukini,Level 3,,0,0,7,0,Operational
18306,Njuruta Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Buuri,Buuri,Rwarera,Kithwene,NORTH IMENTI,Rwarera Village,Level 2,,3,3,0,0,Not-Operational
16835,Njuthine Dispensary ,Dispensary,Ministry of Health,Eastern,Meru,Meru Central,Abothuguchi East,Gaitu ,Gaitu ,CENTRAL IMENTI,Njuthine,Level 2,581,0,0,0,0,Operational
12664,Nkabune Dispensary,Dispensary,Christian Health Association of Kenya,Eastern,Meru,Imenti North,Miriga Mieru East,Igoki,Nkabune,NORTH IMENTI,Meru,Level 2,,0,0,0,0,Operational
15361,Nkama Dispensary,Dispensary,Ministry of Health,Rift Valley,Kajiado,Loitoktok,Central,Kuku,Ololopoon,KAJIADO SOUTH,Loitokitok,Level 2,,0,1,4,0,Operational
17227,Nkando Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Buuri,Buuri,Kiirua,Nkando,NORTH IMENTI,,Level 2,,3,3,0,0,Not-Operational
15362,Nkararo Health Centre,Health Centre,Ministry of Health,Rift Valley,Narok,Trans Mara West - Dikirr,Keiyan,Nkararo,Nkararo,KILGORIS,Nkararo Market,Level 3,,0,1,12,0,Operational
15363,Nkareta Dispensary,Dispensary,Ministry of Health,Rift Valley,Narok,Narok North,Central,Nkareta,Nkareta,NAROK NORTH,Narok ,Level 2,,0,0,0,0,Operational
12665,Nkondi Dispensary,Dispensary,Ministry of Health,Eastern,Tharaka Nithi,Tharaka South,Nkondi,Nkondi,Nkondi,THARAKA,Marimanti Market,Level 2,,0,0,0,0,Operational
15364,Nkorinkori Dispensary,Dispensary,Ministry of Health,Rift Valley,Narok,Narok South,Ololulunga,Nkorinkori,Nkorinkori,NAROK SOUTH,Nkorinkori Market,Level 2,,0,0,0,0,Operational
15365,Nku West Health Centre,Health Centre,Local Authority,Rift Valley,Nakuru,Nakuru,Municipality,Kaptembwo,Viwanda,NAKURU TOWN,Nakuru Town,Level 3,,0,0,0,0,Operational
12666,Nkubu Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Imenti South,Nkuene,Taita,Taita,SOUTH IMENTI,Nkubu Town,Level 2,,0,0,0,0,Operational
12667,Nkubu Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Eastern,Meru,Imenti South,Nkuene,Taita,Taita,SOUTH IMENTI,Nkubu Town,Level 2,,0,0,0,0,Operational
16841,Nkuene (ACK) Dispensary,Dispensary,Christian Health Association of Kenya,Eastern,Meru,Meru Central,Abothuguchi Central,Kirigara,Nkuene,CENTRAL IMENTI,Nkuene Market,Level 2,,0,0,0,0,Not-Operational
16231,Nkunjumu Dispensary,Dispensary,Christian Health Association of Kenya,Eastern,Meru,Imenti South,Igoji,Nkujumu,Nkujumu,SOUTH IMENTI,Igoji ,Level 2,,0,0,0,0,Operational
18030,Nkutuk Elmuget Dispensary,Dispensary,Ministry of Health,Rift Valley,Samburu,Samburu East ,Wamba,Lodungokwe,Nkutuk Elmuget,SAMBURU EAST,Lpusi,Level 2,,0,0,0,0,Operational
17785,Nkutuk Elmuget Dispensary (duplicate),Dispensary,Ministry of Health,Rift Valley,Samburu,Samburu East ,wamba,Lodungokwe,Sesia,SAMBURU EAST,Nkutuk Elmuget market,Level 2,,0,0,4,0,Operational
10886,No.4 Community Health Clinic,Medical Clinic,Private Enterprise (Institution),Central,Kiambu,Thika West,Juja,Kiaora,Kiaora,JUJA,Juja,Level 2,,0,0,0,0,Operational
18156,Noble Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Eastern,Machakos,Athi River,Athi River,,,KATHIANI,,Level 2,,0,0,0,0,Operational
15366,Nolasit Dispensary,Dispensary,Other Faith Based,Rift Valley,Kajiado,Loitoktok,Rombo,Rombo,Njukini,KAJIADO SOUTH,Rombo,Level 2,,1,1,4,0,Operational
17467,Nopri Medical Centre,Medical Clinic,Private Practice - Clinical Officer,Coast,Kilifi,Bahari,Kikambala,Shimo La Tewa,Shimo La Tewa,BAHARI,Mtwapa,Level 2,,1,1,4,1,Operational
12668,North Horr Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Eastern,Marsabit,North Horr,North Horr,North Horr,North Horr ,NORTH HORR,North Horr,Level 3,,0,0,11,0,Operational
10887,North Kinangop Catholic Hospital  ,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Central,Nyandarua,Nyandarua South,North Kinangop,Gitiri ,Ndunyu Njeru,KINANGOP,Engineer,Level 4,,0,0,186,22,Operational
17511,North Star Alliance Clinic,Medical Clinic,Non-Governmental Organizations,Eastern,Makueni,Nzaui,Mulala,Mulala,Emali,MAKUENI,Emali,Level 2,0,0,0,0,0,Operational
18599,North Star Alliance VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,Rift Valley,Nakuru,Rongai,Rongai,Rongai,Rongai,RONGAI,At salgaa market,Level 2,,3,3,0,0,Operational
16301,Northern Medical Clinic,Medical Clinic,Private Enterprise (Institution),North Eastern,Mandera,Mandera East,Central,Township,Township,MANDERA EAST,Mandera,Level 2,,0,0,0,0,Operational
13127,NSIS Health Centre (Ruaraka),Health Centre,Ministry of Health,Nairobi,Nairobi,Kasarani,Kasarani,Ruaraka,,KASARANI,Nairobi,Level 3,,0,0,,,Operational
12670,Ntemwene Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Imenti South,Nkuene,Kathera,Kathera,SOUTH IMENTI,Nkubu Town,Level 2,,0,0,0,0,Operational
12671,Ntemwene Medical Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti South,Nkuene,Kathera,Kathera,SOUTH IMENTI,Nkubu Town,Level 2,,0,0,0,0,Operational
12672,Ntha Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Tharaka Nithi,Meru South,Chuka,Muiru,Muiru,NITHI,Chuka Town/ Kambandi Mrket,Level 2,,0,0,0,0,Operational
12673,Nthagaiya Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Eastern,Embu,Embu East,Runyenjes,Kagaari South,Nthagaiya,RUNYENJES,Gikuuri,Level 2,170,0,0,0,0,Operational
12674,Nthambiro Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Eastern,Meru,Igembe South,Igembe E,Nguyuyu,Nthambiro,IGEMBE,Nthambiro Mkt,Level 2,,0,0,0,0,Operational
12675,Nthambiro Dispensary,Dispensary,Ministry of Health,Eastern,Meru,Igembe South,Igembe E,Nguyu,Nthambiro,IGEMBE,Nthambiro Mkt,Level 2,,0,0,0,0,Operational
16954,Nthangu Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Makueni,Kaiti,Nthangu,Nthangu,KAITI,Wote Town,Level 2,,0,0,0,0,Operational
12669,Ntharene Medical Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti South,Abogeta,Kithangari,Ntharene,SOUTH IMENTI,Kanyakine Mkt,Level 2,OWN LAND,0,0,0,0,Operational
16955,Nthimbani Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Makueni,Kaiti,Iuani,Iuani,KAITI,Mukuyuni,Level 2,,0,0,0,0,Operational
12676,Nthongoni Dispensary (Kibwezi),Dispensary,Ministry of Health,Eastern,Makueni,Kibwezi,Mtito Andei,Nthongoni,Mangelete,KIBWEZI,Nthongoni,Level 2,,0,0,2,0,Operational
12677,Nthongoni Dispensary (Kitui),Dispensary,Ministry of Health,Eastern,Kitui,Lower Yatta,Yatta,Nthongoni,Nthongoni,KITUI WEST,Kanyangi,Level 2,,0,0,0,0,Operational
17213,Nthungululu Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Yatta,Yatta,Kwamwatu,Nthungululu,YATTA,Kisiiki,Level 2,,0,0,0,0,Operational
12678,Nthwanguu Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Mwala,Kibauni,Kibauni,Kitile,MWALA,Wamunyu,Level 2,,0,0,0,0,Operational
16624,Ntima Medical Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti North,Miriga Mieru West,Municipality,Township,NORTH IMENTI,Meru,Level 2,GAK.38,0,0,0,0,Operational
13857,Ntimaru Clinic,Not in List,NOT IN LIST,Nyanza,Migori,Kuria East,Ntimaru,Bwirege West,Ntimaru,KURIA,Ntimaru,Level 2,,0,0,5,0,Operational
13858,Ntimaru Sub-District Hospital,Sub-District Hospital,Ministry of Health,Nyanza,Migori,Kuria East,Ntimaru,Bwirege West,Ntimaru,KURIA,Ntimaru,Level 4,,0,0,12,0,Operational
12679,Ntonyiri Health Services,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Igembe North,Ndoleli,Luciuti,A/Kiongo,IGEMBE,A/Bentue Kiongo ,Level 2,,0,0,0,0,Operational
15367,Ntulele Dispensary,Dispensary,Ministry of Health,Rift Valley,Narok,Narok North,Mau,Ntulele,Ntulele,NAROK NORTH,Narok ,Level 2,,0,0,0,0,Operational
15368,Nturukuma Dispensary,Dispensary,Ministry of Health,Rift Valley,Laikipia,Laikipia East,Central,Nturukuma,Nturukuma,LAIKIPIA EAST,Nanyuki,Level 2,,0,0,0,0,Operational
15369,Nturumeti Dispensary,Dispensary,Other Faith Based,Rift Valley,Narok,Narok North,Mau,Ongata Naado,Nturumeti,NAROK NORTH,Narok ,Level 2,,0,0,0,0,Operational
13128,Nuffield Nursing Home,Nursing Home,Private Enterprise (Institution),Nairobi,Nairobi,Kasarani,Kasarani,Githurai,,KASARANI,Nairobi,Level 3,,0,0,0,0,Operational
18159,Nunguni Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Eastern,Makueni,Kilungu,Kilungu,Kithembe,Nduu,KAITI,Nunguni,Level 2,17,1,1,3,2,Operational
17955,Nuru Lutheran Media Ministry,VCT Centre (Stand-Alone),Other Faith Based,Nairobi,Nairobi,Dagoretti,Golf Course,Woodley,Woodley,DAGORETI,Kenyatta Market,Level 2,,0,0,0,0,Operational
11719,Nuru Medical Clinic,Medical Clinic,Private Enterprise (Institution),Coast,Kilifi,Bahari,Kikambala,Mtwapa,Shimo La Tewa,BAHARI,Mtwapa,Level 2,,0,0,0,0,Operational
12680,Nuu Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Eastern,Kitui,Mwingi East,Nuu,Nuu,Ngaani,MWINGI SOUTH,Nuu,Level 2,,0,0,0,0,Operational
12681,Nuu Sub-District Hospital,Sub-District Hospital,Ministry of Health,Eastern,Kitui,Mwingi East,Nuu,Nuu,Ngaani,MWINGI SOUTH,Nuu,Level 3,,1,1,4,0,Operational
12682,Nyaani Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mwingi East,Nuu,Nuu,Nyaani,MWINGI SOUTH,Nyaani,Level 2,,0,0,0,0,Operational
17137,Nyabangi  Dispensary,Dispensary,Ministry of Health,Rift Valley,Kericho,Belgut,Kabianga,Kabianga,,BELGUT,Kabianga,Level 2,,0,0,0,0,Operational
13859,Nyabikaye Dispensary ,Dispensary,Christian Health Association of Kenya,Nyanza,Migori,Kuria West,Isebania,Bukira West,Nyabikaye,KURIA,Isibania,Level 2,,0,0,2,0,Operational
13860,Nyabikomu Dispensary ,Dispensary,Christian Health Association of Kenya,Nyanza,Nyamira,Nyamira North,Ekerenyo,Kiabonyoru,Nyaramba,NORTH MUGIRANGO,Nyaramba,Level 2,,0,0,6,0,Operational
16880,Nyabiosi Dispensary,Dispensary,Ministry of Health,Nyanza,Kisii,South Gucha,Moticho,Otendo,Ndonyo,SOUTH MUGIRANGO,Nyamaiya Mkt,Level 2,,0,0,0,0,Operational
16423,Nyabioto Dispensary,Dispensary,Ministry of Health,Nyanza,Kisii,Kisii South,Gesonso,Bogiakumu,Bogiakumu,BONCHARI,Gesonso,Level 2,,0,0,0,0,Operational
